deactivated_type,page_referer,referer_tpl,nb_sessions
deactivated_selected_migrated_churned,https://www.singulart.com/de/wishlist,wishlist_index,654
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/audience-stats,my_singulart_account_spy_audience_stats,651
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/dashboard/visibility,my_singulart_dashboard_visibility,634
deactivated_selected_migrated_churned,https://www.singulart.com/en/wishlist,wishlist_index,611
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/portfolio,my_singulart_account_portfolio,586
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler,artists_filters,586
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes-%C3%A9mergents,artists_emerging,584
deactivated_selected_no_migration,https://www.singulart.com/en/acclaimed-artists,artist_badge_acclaimed_artists,563
deactivated_new_artist_churned,https://www.singulart.com/it/nuovi-artisti,artist_badge_new_online,543
deactivated_selected_no_migration,https://www.singulart.com/it/,homepage,538
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/portfolio/artworks,my_singulart_account_portfolio_artworks,501
deactivated_selected_no_migration,https://www.singulart.com/de/anerkannte-k%C3%BCnstler,artists_vip,498
deactivated_selected_no_migration,https://www.singulart.com/fr/privacy/cookies,privacy_cookies,496
deactivated_selected_migrated_churned,https://www.singulart.com/en/emerging-artists,artists_emerging,472
deactivated_selected_no_migration,https://www.singulart.com/es/,homepage,466
deactivated_selected_migrated_churned,https://www.singulart.com/en/artist/serhiy-berezin-28249,artist,439
deactivated_selected_migrated_churned,https://www.singulart.com/en/artist/ruslan-khais-3841,artist,437
deactivated_selected_no_migration,https://www.singulart.com/nl/opkomende-artiesten,artist_badge_emerging_artists,432
deactivated_selected_no_migration,https://www.singulart.com/en/artists-to-invest-in,artist_badge_invest_in,428
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres,artists_filters,417
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/audience-stats,my_singulart_account_spy_audience_stats,403
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/cv,my_singulart_account_cv,401
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/bio,my_singulart_account_bio,393
deactivated_selected_no_migration,https://www.singulart.com/en/best-seller,artist_badge_best_seller,370
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/portfolio/artworks,my_singulart_account_portfolio_artworks,369
deactivated_selected_no_migration,https://www.singulart.com/es/artistas-aclamados,artist_badge_acclaimed_artists,367
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores,artists_filters,358
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori,artists_filters,350
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/wolfgang-in-der-wiesche-12855,artist,350
deactivated_selected_no_migration,https://www.singulart.com/en/privacy/cookies,privacy_cookies,344
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler,artists,341
deactivated_new_artist_churned,https://www.singulart.com/fr/,homepage,335
deactivated_selected_migrated_churned,https://www.singulart.com/en/best-seller,artist_badge_best_seller,334
deactivated_selected_no_migration,https://www.singulart.com/en/artists/sculptors,artists_filters,331
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti-emergenti,artists_emerging,331
deactivated_selected_migrated_churned,https://www.singulart.com/en/popular-artists,artist_badge_popular_artists,331
deactivated_selected_migrated_churned,https://www.singulart.com/de/account/subscriptions,my_subscriptions,322
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/cv,my_singulart_account_cv,318
deactivated_new_artist_churned,https://www.singulart.com/de/wishlist,wishlist_index,314
deactivated_selected_no_migration,https://www.singulart.com/fr/account/subscriptions,my_subscriptions,309
deactivated_selected_no_migration,https://www.singulart.com/en/painting,browse_painting,308
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/martin-gerstenberger-1759,artist,307
deactivated_selected_migrated_churned,https://www.singulart.com/de/aufstrebende-k%C3%BCnstler,artists_emerging,307
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/sales,my_singulart_account_sales,307
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/dashboard/interest,my_singulart_dashboard_interest,303
deactivated_selected_no_migration,https://www.singulart.com/en/artists,artists,292
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/mexican,artists_filters,286
deactivated_selected_no_migration,https://www.singulart.com/de/wishlist?page=2,wishlist_index,282
deactivated_selected_no_migration,https://www.singulart.com/fr/wishlist,wishlist_index,277
deactivated_selected_no_migration,https://www.singulart.com/en/wishlist?page=2,wishlist_index,273
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes-de-renom,artist_badge_acclaimed_artists,272
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/jacques-unbekandt-17159?ref=ts,artist,272
deactivated_selected_migrated_churned,https://www.singulart.com/en/artists-to-invest-in,artist_badge_invest_in,271
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/dashboard/visibility,my_singulart_dashboard_visibility,269
deactivated_selected_no_migration,https://www.singulart.com/it/artisti-rinomati,artists_vip,267
deactivated_new_artist_churned,https://www.singulart.com/es/nuevos-artistas,artist_badge_new_online,263
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/dibujantes,artists_filters,261
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/info,my_singulart_account_info,259
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/anne-rivi%c3%a8re-6955,artist,251
deactivated_new_artist_churned,https://www.singulart.com/en/artists/painters,artists_filters,247
deactivated_selected_no_migration,https://www.singulart.com/fr/peinture?campaign_id=10&source=a2hs,browse_painting,242
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/photos,my_singulart_account_photos,238
deactivated_selected_migrated_churned,https://www.singulart.com/de/beliebte-k%C3%BCnstler,artist_badge_popular_artists,235
deactivated_selected_no_migration,https://www.singulart.com/es/account/subscriptions,my_subscriptions,234
deactivated_selected_migrated_churned,https://www.singulart.com/en/artists,artists,230
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/info,my_singulart_account_info,228
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/colombianos,artists_filters,227
deactivated_selected_migrated_churned,https://www.singulart.com/en/account/subscriptions,my_subscriptions,226
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/espa%C3%B1oles,artists_filters,225
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/chilenos,artists_filters,225
deactivated_selected_no_migration,https://www.singulart.com/en/our-artworks,browse_artworks,225
deactivated_selected_no_migration,https://www.singulart.com/es/artistas-para-investir,artist_badge_invest_in,223
deactivated_selected_no_migration,https://www.singulart.com/ja/wishlist,wishlist_index,220
deactivated_selected_migrated_churned,https://www.singulart.com/en/painting,browse_painting,219
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/dashboard/interest,my_singulart_dashboard_interest,216
deactivated_selected_migrated_churned,https://www.singulart.com/en/artists/painters,artists_filters,215
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler-mit-investitionspotential,artist_badge_invest_in,213
deactivated_selected_no_migration,https://www.singulart.com/en/artists/photographers,artists_filters,209
deactivated_new_artist_churned,https://www.singulart.com/nl/nieuwe-artiesten,artist_badge_new_online,204
deactivated_new_artist_churned,https://www.singulart.com/it/,homepage,204
deactivated_selected_no_migration,https://www.singulart.com/en/popular-artists,artist_badge_popular_artists,204
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas-emergentes,artists_emerging,203
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/escultores,artists_filters,202
deactivated_selected_migrated_churned,https://www.singulart.com/de/meistgefragte-k%C3%BCnstler,artist_badge_best_seller,200
deactivated_selected_no_migration,https://www.singulart.com/de/meistgefragte-k%C3%BCnstler,artist_badge_best_seller,196
deactivated_selected_no_migration,https://www.singulart.com/ja/%E6%9C%89%E5%90%8D%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88,artist_badge_acclaimed_artists,194
deactivated_new_artist_churned,https://www.singulart.com/en/wishlist,wishlist_index,190
deactivated_selected_no_migration,https://www.singulart.com/it/privacy/cookies,privacy_cookies,189
deactivated_selected_no_migration,https://www.singulart.com/de/malerei?campaign_id=10&source=a2hs,browse_painting,186
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters?page=2,artists_filters,185
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artistes-%C3%A9mergents,artists_emerging,184
deactivated_selected_no_migration,https://www.singulart.com/es/wishlist,wishlist_index,180
deactivated_selected_no_migration,https://www.singulart.com/en/artist/talisa--30999,artist,177
deactivated_selected_migrated_churned,https://www.singulart.com/it/,homepage,174
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/scultori,artists_filters,174
deactivated_selected_migrated_churned,https://www.singulart.com/de/privacy/cookies,privacy_cookies,173
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/sales,my_singulart_account_sales,172
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/audience-stats,my_singulart_account_spy_audience_stats,172
deactivated_selected_no_migration,https://www.singulart.com/it/artisti-su-cui-investire,artist_badge_invest_in,171
deactivated_selected_no_migration,https://www.singulart.com/nl/privacy/cookies,privacy_cookies,169
deactivated_selected_migrated_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler,artists,168
deactivated_selected_no_migration,https://www.singulart.com/de/wishlist?page=3,wishlist_index,166
deactivated_selected_no_migration,https://www.singulart.com/de/unsere-kunstwerke,browse_artworks,166
deactivated_selected_no_migration,https://www.singulart.com/de/malerei,browse_painting,164
deactivated_selected_migrated_churned,https://www.singulart.com/nl/opkomende-artiesten,artist_badge_emerging_artists,162
deactivated_selected_no_migration,https://www.singulart.com/en/painting?campaign_id=10&source=a2hs,browse_painting,161
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/bio,my_singulart_account_bio,161
deactivated_selected_no_migration,https://www.singulart.com/de/?campaign_id=11,homepage,160
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti-popolari,artist_badge_popular_artists,159
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori/italiani,artists_filters,156
deactivated_selected_migrated_churned,https://www.singulart.com/es/,homepage,156
deactivated_selected_no_migration,https://www.singulart.com/en/artist/len-agrella-23181?srsltid=AfmBOoq-p1PvBPbUe6erl_-JCQolRFBi1F5k7BIPxcrsx1WGXo6-EkLB,artist,156
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/fotografen,artists_filters,155
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/christophe-houllier-25277,artist,154
deactivated_selected_no_migration,https://www.singulart.com/de/beliebte-k%C3%BCnstler,artist_badge_popular_artists,154
deactivated_new_artist_churned,https://www.singulart.com/de/account/subscriptions,my_subscriptions,150
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/nigerian,artists_filters,150
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/photos,my_singulart_account_photos,149
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/peruanos,artists_filters,149
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/sculpteurs,artists_filters,148
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/armenian,artists_filters,147
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes,artists,146
deactivated_selected_migrated_churned,https://www.singulart.com/en/acclaimed-artists,artist_badge_acclaimed_artists,140
deactivated_selected_no_migration,https://www.singulart.com/it/wishlist,wishlist_index,140
deactivated_selected_migrated_churned,https://www.singulart.com/fr/wishlist,wishlist_index,139
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/fran%C3%A7ais,artists_filters,139
deactivated_selected_migrated_churned,https://www.singulart.com/de/wishlist?page=2,wishlist_index,138
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artistes-populaires,artist_badge_popular_artists,138
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/sri-lankan,artists_filters,136
deactivated_selected_migrated_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler,artists_filters,136
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/andrea-dalla-costa-6073,artist,135
deactivated_selected_no_migration,https://www.singulart.com/en/artist/stephen-mauldin-8745,artist,135
deactivated_selected_no_migration,https://www.singulart.com/fr/pour-investir,artist_badge_invest_in,134
deactivated_selected_no_migration,https://www.singulart.com/en/artist/rodrigo-aguilera-22667,artist,133
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/fot%C3%B3grafos,artists_filters,133
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas-populares,artist_badge_popular_artists,132
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/studio/photos,my_singulart_account_studio_photos,131
deactivated_new_artist_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler,artists_filters,131
deactivated_selected_no_migration,https://www.singulart.com/en/?campaign_id=11,homepage,131
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/surrealistas,artists_filters,131
deactivated_selected_migrated_churned,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler-mit-investitionspotential,artist_badge_invest_in,129
deactivated_selected_migrated_churned,https://www.singulart.com/fr/choix-des-collectionneurs,artist_badge_best_seller,127
deactivated_selected_migrated_churned,https://www.singulart.com/de/anerkannte-k%C3%BCnstler,artists_vip,126
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/donna-mccain-11517,artist,126
deactivated_new_artist_churned,https://www.singulart.com/es/,homepage,125
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/ecuatorianos,artists_filters,125
deactivated_selected_no_migration,https://www.singulart.com/en/artists/russian,artists_filters,125
deactivated_new_artist_churned,https://www.singulart.com/en/our-artworks,browse_artworks,124
deactivated_selected_migrated_churned,https://www.singulart.com/en/wishlist?page=2,wishlist_index,123
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/photographes,artists_filters,120
deactivated_selected_no_migration,https://www.singulart.com/nl/artiesten/schilders,artists_filters,116
deactivated_selected_no_migration,https://www.singulart.com/nl/artiest/andrea-dalla-costa-6073,artist,116
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/venezolanos,artists_filters,115
deactivated_selected_no_migration,https://www.singulart.com/en/artists/b,artists_filters,115
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/michael-griesbeck-31115?previewToken=SqL7DXwCZveUNmdr8i8ikN1LY3K0_oKZqhIax0-koqA%3D.eyJpZCI6MzExMTV9,artist,115
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters?page=3,artists_filters,114
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/abstractos/argentinos,artists_filters,114
deactivated_selected_no_migration,https://www.singulart.com/fr/?campaign_id=11,homepage,114
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/franceses,artists_filters,114
deactivated_selected_migrated_churned,https://www.singulart.com/en/painting/abstract,browse_painting,113
deactivated_selected_migrated_churned,https://www.singulart.com/en/our-artworks,browse_artworks,113
deactivated_selected_no_migration,https://www.singulart.com/es/pintura?campaign_id=10&source=a2hs,browse_painting,113
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/espagnols,artists_filters,113
deactivated_selected_no_migration,https://www.singulart.com/en/artists/draftsman,artists_filters,112
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/mexicanos,artists_filters,110
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/gunter-langer-34885?previewToken=2_HH6A9kQTj0WaqLvWOm4XPE1gI5zEsIycT-zEiwU7g%3D.eyJpZCI6MzQ4ODV9,artist,109
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/zeichner,artists_filters,108
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/cv,my_singulart_account_cv,108
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/fotografi,artists_filters,107
deactivated_selected_no_migration,https://www.singulart.com/my-singulart/account/platform-stats,my_singulart_account_platform_stats,107
deactivated_selected_no_migration,https://www.singulart.com/fr/nos-oeuvres-d-art,browse_artworks,107
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas-para-investir,artist_badge_invest_in,105
deactivated_new_artist_churned,https://www.singulart.com/en/painting,browse_painting,104
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/colombian,artists_filters,104
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/platform-stats,my_singulart_account_platform_stats,104
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/italianos,artists_filters,104
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/escultores/mexicanos,artists_filters,103
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/turkish,artists_filters,103
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti/pittori,artists_filters,103
deactivated_selected_migrated_churned,https://www.singulart.com/en/painting?campaign_id=10&source=a2hs,browse_painting,103
deactivated_selected_migrated_churned,https://www.singulart.com/my-singulart/account/info,my_singulart_account_info,103
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler/deutsche,artists_filters,102
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/russes,artists_filters,102
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/italian,artists_filters,101
deactivated_selected_migrated_churned,https://www.singulart.com/ja/wishlist,wishlist_index,101
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/b,artists_filters,101
deactivated_selected_no_migration,https://www.singulart.com/nl/veelgeprezen-artiesten,artist_badge_acclaimed_artists,100
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes-populaires,artist_badge_popular_artists,99
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/louis-runemberg-22737,artist,99
deactivated_selected_no_migration,https://www.singulart.com/es/artistas,artists,99
deactivated_selected_no_migration,https://www.singulart.com/en/wishlist?page=3,wishlist_index,99
deactivated_selected_no_migration,https://www.singulart.com/fr/choix-des-collectionneurs,artist_badge_best_seller,98
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/abstractos,artists_filters,98
deactivated_selected_migrated_churned,https://www.singulart.com/de/malerei,browse_painting,98
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/maler?page=2,artists_filters,98
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/deutsche,artists_filters,97
deactivated_selected_no_migration,https://www.singulart.com/it/artisti/pittori?page=2,artists_filters,97
deactivated_selected_migrated_churned,https://www.singulart.com/es/wishlist,wishlist_index,97
deactivated_selected_no_migration,https://www.singulart.com/en/checkout/cart,cart,97
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artistes/peintres,artists_filters,97
deactivated_selected_no_migration,https://www.singulart.com/it/artista/andrea-dalla-costa-6073,artist,96
deactivated_selected_no_migration,https://www.singulart.com/en/artist/lysa-sarkis-6905,artist,96
deactivated_selected_migrated_churned,https://www.singulart.com/it/wishlist,wishlist_index,96
deactivated_selected_no_migration,https://www.singulart.com/en/art-galleries/united-states/atlanta-14260,directory_city,96
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/peintres/marocains,artists_filters,96
deactivated_selected_no_migration,https://www.singulart.com/ja/%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88/andrea-dalla-costa-6073,artist,96
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/opportunity,my_singulart_opportunity_dashboard,96
deactivated_selected_no_migration,https://www.singulart.com/de/wishlist?page=4,wishlist_index,95
deactivated_selected_no_migration,https://www.singulart.com/nl/wishlist,wishlist_index,95
deactivated_new_artist_churned,https://www.singulart.com/fr/artistes/peintres,artists_filters,95
deactivated_selected_no_migration,https://www.singulart.com/fr/artistes/fran%C3%A7ais,artists_filters,94
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas/dibujantes,artists_filters,93
deactivated_selected_no_migration,https://www.singulart.com/fr/peinture,browse_painting,93
deactivated_new_artist_churned,https://www.singulart.com/ja/%E6%9C%80%E6%96%B0,artist_badge_new_online,92
deactivated_selected_no_migration,https://www.singulart.com/en/artist/andrea-dalla-costa-6073,artist,91
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/dasha-minkina-29631,artist,91
deactivated_selected_no_migration,https://www.singulart.com/nl/,homepage,90
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/cv/exhibitions,my_singulart_account_cv_exhibitions,90
deactivated_new_artist_churned,https://www.singulart.com/my-singulart/account/banking,my_singulart_banking,90
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/serbian,artists_filters,89
deactivated_selected_no_migration,https://www.singulart.com/ja/account/subscriptions,my_subscriptions,88
deactivated_selected_no_migration,https://www.singulart.com/de/checkout/warenkorb,cart,88
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas-aclamados,artist_badge_acclaimed_artists,88
deactivated_new_artist_churned,https://www.singulart.com/de/privacy/cookies,privacy_cookies,88
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/paisajistas,artists_filters,88
deactivated_selected_migrated_churned,https://www.singulart.com/es/pintura?campaign_id=10&source=a2hs,browse_painting,87
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas/pintores,artists_filters,87
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/impresionistas,artists_filters,87
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/russian,artists_filters,87
deactivated_new_artist_churned,https://www.singulart.com/en/popular-artists,artist_badge_popular_artists,86
deactivated_selected_migrated_churned,https://www.singulart.com/es/account/subscriptions,my_subscriptions,85
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti-su-cui-investire,artist_badge_invest_in,85
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters/irish,artists_filters,85
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/lysa-sarkis-6905,artist,85
deactivated_selected_no_migration,https://www.singulart.com/de/discover,discover,85
deactivated_selected_migrated_churned,https://www.singulart.com/fr/pour-investir,artist_badge_invest_in,84
deactivated_selected_no_migration,https://www.singulart.com/ja/wishlist?page=2,wishlist_index,84
deactivated_new_artist_churned,https://www.singulart.com/en/painting?campaign_id=10&source=a2hs,browse_painting,84
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/escultores/argentinos,artists_filters,84
deactivated_selected_no_migration,https://www.singulart.com/ja/%E6%8F%90%E6%90%BA%E3%82%A2%E3%83%BC%E3%83%86%E3%82%A3%E3%82%B9%E3%83%88/%E5%BD%AB%E5%88%BB%E5%AE%B6,artists_filters,84
deactivated_selected_no_migration,https://www.singulart.com/es/privacy/cookies,privacy_cookies,83
deactivated_selected_migrated_churned,https://www.singulart.com/fr/artistes,artists,83
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters?page=5,artists_filters,83
deactivated_selected_no_migration,https://www.singulart.com/fr/artiste/peter-mc-lane-6617,artist,83
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores?page=2,artists_filters,82
deactivated_selected_migrated_churned,https://www.singulart.com/es/artistas-mas-buscados,artist_badge_best_seller,82
deactivated_selected_no_migration,https://www.singulart.com/es/artistas/pintores/retratistas/argentinos,artists_filters,82
deactivated_selected_no_migration,https://www.singulart.com/en/artists/painters?page=4,artists_filters,82
deactivated_selected_migrated_churned,https://www.singulart.com/it/artisti-pi%C3%B9-ricercati,artist_badge_best_seller,81
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/hannes-hofstetter-14651?campaign_id=1049.,artist,81
deactivated_selected_no_migration,https://www.singulart.com/en/artist/christian-develter-24989?gad_source=1&gbraid=0AAAAADMzLXRNkp39nZrJRHpBmh7jcxpXa&page=4,artist,81
deactivated_selected_no_migration,https://www.singulart.com/en/our-artworks?isDiscountExclusive=1,browse_artworks,81
deactivated_selected_migrated_churned,https://www.singulart.com/en/?campaign_id=11,homepage,81
deactivated_selected_no_migration,https://www.singulart.com/de/zeitgen%C3%B6ssische-k%C3%BCnstler/bildhauer,artists_filters,80
deactivated_selected_no_migration,https://www.singulart.com/de/k%C3%BCnstler/magdalena-willems-pisarek-31541?ref=ts,artist,80
