artist_id,email_1st_click_campaign_name,deactivated_type,nb_sales,total_bv
1104,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,1,5888.3285
2277,ADWORDS_GALLERIES_CITIES_LP,deactivated_selected_migrated_churned,2,5785.606311
10167,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_migrated_churned,2,5720
11093,DISPLAY_ADWORDS_CUSTOM_INTENT_MEDIUM,deactivated_selected_no_migration,1,5635
11275,ADWORDS_GALLERIES_CITIES_LP,deactivated_selected_no_migration,2,5571.653
16271,DISPLAY_ADWORDS_CUSTOM_INTENT_LUXURY_ESTATE,deactivated_selected_migrated_churned,1,5498.10029
24533,ADWORDS_GENERAL,deactivated_selected_migrated_churned,2,5417.5212
13789,TEMPLATE ARTIST,deactivated_selected_no_migration,1,5378.18
4931,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,5200
34003,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,5200
1999,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_no_migration,2,5150
13677,DISPLAY_ADWORDS_CUSTOM_INTENT_ONLINE_AUCTION,deactivated_selected_migrated_churned,2,4825.34375
3187,ADWORDS_GENERAL,deactivated_selected_no_migration,8,4810
17333,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,4806.1244
33894,DISPLAY_ADWORDS_CUSTOM_INTENT_COMPETITION URL,deactivated_selected_no_migration,1,4805.06
2705,ADWORDS_GALLERIES_CITIES,deactivated_selected_migrated_churned,2,4723.421398
1495,DISPLAY_ADWORDS_SIMILAR_CUSTOMEREMAIL,deactivated_selected_no_migration,1,4700
21405,FACEBOOK_CONVERSION LOOKALIKE TIER1 CUSTOMERS 1%,deactivated_selected_no_migration,2,4684.484292
31591,FACEBOOK_CONVERSION LOOKALIKE CUSTOMERS,deactivated_selected_migrated_churned,1,4682.35
22613,TEMPLATE ARTWORK,deactivated_selected_no_migration,2,4672.111
8193,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,4658.7294
31541,BING_GENERAL,deactivated_selected_no_migration,2,4600
12145,TEMPLATE ARTIST,deactivated_selected_no_migration,1,4550
524,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,4542.0261
2979,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,2,4507.26186
5391,EMAIL_NEWSLETTER_RECCURING,deactivated_selected_no_migration,1,4506.67014
9833,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,4505.9025
9659,EMAIL_TRANSACTIONAL_CUSTOM_FOLLOW_ARTISTS,deactivated_selected_no_migration,1,4460
3635,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,6,4405.92
15103,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,4354.5304
13655,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,4316.2168
30735,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,4258.577444
1941,TEMPLATE ARTIST,deactivated_selected_no_migration,1,4250
29403,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,2,4229.28
12069,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,4206.048
18957,ADWORDS_GENERAL_TROAS,deactivated_selected_migrated_churned,1,4186.71
30275,ADWORDS_ARTISTS,deactivated_selected_no_migration,4,4160
3915,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,4100
28075,ADWORDS_GENERAL,deactivated_selected_no_migration,4,4070.96141
36220,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,4005.672663
8769,ADWORDS_COMPETITION,deactivated_selected_migrated_churned,1,4000
520,ADWORDS_GENERAL,deactivated_selected_no_migration,2,4000
25543,DISPLAY_ADWORDS_SIMILAR_CUSTOMEREMAIL,deactivated_selected_no_migration,1,4000
8381,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,4000
3931,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,3864
847,TEMPLATE_BLUECHIP_ARTIST,deactivated_selected_no_migration,1,3859.185
17985,TEMPLATE ARTIST,deactivated_selected_no_migration,2,3846.001
2705,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,2,3845.034865
26585,CRM_EMAILAUTO_ARTWORKVIEW_3,deactivated_selected_no_migration,1,3836.46875
25829,ADWORDS_GENERAL_EXPLORATION_TOP10%,deactivated_selected_no_migration,2,3810.959608
8413,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,3750
13043,ADWORDS_GENERAL,deactivated_selected_no_migration,2,3704.6444
31129,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,2,3700
17287,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,3672.71583
18073,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,1,3671.6
13401,EMAIL_TRANSACTIONAL_CUSTOM_ABANDONED_CART_1,deactivated_selected_no_migration,2,3630
12145,FACEBOOK_REMARKETING_ARTIST_PROFILE_VIEW_7DAYS,deactivated_selected_no_migration,1,3604.722
26697,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,3598.40625
4859,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,3529.53176
84,ADWORDS_GENERAL_EXPLORATION_TOP10%,deactivated_selected_no_migration,1,3514.241303
11161,TEMPLATE ARTIST,deactivated_selected_no_migration,1,3500
35277,TEMPLATE ARTWORK,deactivated_selected_no_migration,2,3417.92814
16357,DISPLAY_ADWORDS_SIMILAR_CUSTOMEREMAIL,deactivated_selected_migrated_churned,1,3400
1995,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,3344.14948
8381,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,3340.97275
8449,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,1,3333.7018
14449,ADWORDS_ARTISTS,deactivated_selected_no_migration,2,3280
2733,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,2,3269.080837
532,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,3203.6725
30275,INTERNAL_CAMPAIGN_SEO_NON_BRAND_GOOGLE,deactivated_selected_no_migration,2,3190
13979,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_no_migration,2,3178
6041,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,3157
30613,ADWORDS_GENERAL,deactivated_selected_migrated_churned,5,3127.71926
26853,ADWORDS_MEDIUM,deactivated_selected_no_migration,1,3114.03852
3165,ADWORDS_GENERAL,deactivated_selected_no_migration,2,3100
2695,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,3090.351
10807,TEMPLATE ARTIST,deactivated_selected_no_migration,1,3080
25933,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,3074.838
801,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,1,3070.286273
1214,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,1,3070
13401,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,3050
25595,ADWORDS_GENERAL_EXPLORATION_TOP10%,deactivated_selected_no_migration,1,3036.629485
57062,TEMPLATE ARTIST,deactivated_new_artist_churned,1,3032
9503,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,3000
25323,INTERNAL_CAMPAIGN_SEO_UNKNOWN_REFERAL,deactivated_selected_migrated_churned,1,3000
322,BING_GENERAL,deactivated_selected_no_migration,1,2983.175
28269,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2980
850,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,2962.18215
358,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,2940
23441,INTERNAL_CAMPAIGN_SEO_UNKNOWN_REFERAL,deactivated_selected_no_migration,1,2930.6928
3477,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,2845.49
6051,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2809.41
19265,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2800
2795,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2750
109,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2700
10273,BING_GENERAL,deactivated_selected_no_migration,1,2691.282
4485,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2691.282
36248,TEMPLATE ARTIST,deactivated_selected_no_migration,2,2670
3643,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2653
5129,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_migrated_churned,1,2642
23441,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2616.744
11225,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2570.12
1979,ADWORDS_GENERAL,deactivated_selected_no_migration,2,2556.7179
10967,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,2556.5631
3111,TEMPLATE ARTIST,deactivated_selected_no_migration,2,2530.65282
21091,ADWORDS_GALLERIES_CITIES,deactivated_selected_migrated_churned,3,2525
8943,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2516.254125
27167,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2500
1240,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,1,2500
3949,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2485
24989,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2450
13481,DISPLAY_ADWORDS_CUSTOM_INTENT_ONLINE_GALLERIES,deactivated_selected_migrated_churned,1,2446.536
15575,ADWORDS_GENERAL_BROAD,deactivated_selected_migrated_churned,1,2434.77
11293,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,3,2430
5753,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2400
3347,INTERNAL_CAMPAIGN_APP_IOS,deactivated_selected_no_migration,1,2400
8305,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2386.54
109,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,2378
23441,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2373
34334,DISPLAY_ADWORDS_CUSTOM_INTENT_TOP KW,deactivated_selected_no_migration,2,2364
2823,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,2358.12
17065,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,2344.98
28927,ADWORDS_GENERAL,deactivated_selected_no_migration,2,2331.8103
29677,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2315.3508
5069,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2285.04
8221,ADWORDS_GENERAL,deactivated_selected_migrated_churned,2,2283.119403
18981,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,2276.13672
15037,ADWORDS_GENERAL,deactivated_selected_no_migration,2,2265.13066
17173,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2239.520107
24931,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,2236.824
6869,ADWORDS_GENERAL,deactivated_selected_no_migration,2,2235.9496
36242,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2207.64
34000,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_migrated_churned,2,2202.984
35574,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2200
14193,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2200
16815,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2187
11815,INTERNAL_CAMPAIGN_INSTAGRAM,deactivated_selected_migrated_churned,1,2184.602
2811,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_no_migration,1,2181.81825
2541,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_no_migration,1,2154.12578
9701,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2141.88
19019,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_no_migration,1,2110
8221,INTERNAL_CAMPAIGN_SEO_BRAND_OTHER,deactivated_selected_migrated_churned,2,2100
22907,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2100
24957,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2091.2715
15823,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2064
26215,TEMPLATE ARTIST,deactivated_selected_no_migration,2,2055
28075,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,2050
11293,ADWORDS_GENERAL,deactivated_selected_migrated_churned,2,2050
8769,INTERNAL_CAMPAIGN_INSTAGRAM,deactivated_selected_migrated_churned,1,2026.5232
8469,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2002.1274
28925,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,2000
3803,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2000
22159,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,2000
144,ADWORDS_GENERAL,deactivated_selected_no_migration,1,2000
14211,EMAIL_TRANSACTIONAL_MAO_PARTIAL_ACCEPT,deactivated_selected_no_migration,1,2000
8755,TEMPLATE ARTIST,deactivated_selected_no_migration,1,2000
17005,DISPLAY_ADWORDS_SIMILAR_CUSTOMEREMAIL,deactivated_selected_no_migration,1,1974
34595,ADWORDS_GENERAL_BROAD,deactivated_selected_migrated_churned,1,1970
6051,ADWORDS_GALLERIES_CITIES_LP,deactivated_selected_no_migration,2,1941.753197
21091,ADWORDS_GENERAL_EXPLORATION_TOP10%,deactivated_selected_migrated_churned,1,1917.031941
8767,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,1863.432645
19559,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1861.979697
29099,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_no_migration,1,1831.25
5245,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_migrated_churned,1,1818.3599
24641,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,1806.747316
31541,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1802.361
3399,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,1800
18963,BING_GENERAL,deactivated_selected_migrated_churned,1,1800
1959,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,1792
4535,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1779.293
18981,INTERNAL_CAMPAIGN_SEO_BRAND_YAHOO,deactivated_selected_migrated_churned,1,1778.86
1416,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,1771.547
8265,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,1732.63544
537,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1730
34539,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_migrated_churned,1,1727.0154
21443,DISPLAY_ADWORDS_PL_HOME_DECO,deactivated_selected_no_migration,1,1716.19047
4941,DISPLAY_ADWORDS_CUSTOM_INTENT_LUXURY_ESTATE,deactivated_selected_migrated_churned,2,1708
7971,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1705.716531
5181,ADWORDS_GENERAL,deactivated_selected_no_migration,2,1705.38
28075,ADWORDS_GENERAL_TROAS,deactivated_selected_no_migration,1,1700
26585,BING_MEDIUM,deactivated_selected_no_migration,1,1700
26781,BING_GENERAL,deactivated_selected_no_migration,1,1696.2792
6885,INTERNAL_CAMPAIGN_SEO_BRAND_YAHOO,deactivated_selected_no_migration,1,1667.4
1336,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,1666
7429,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,1643.682068
32093,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1639.9136
19559,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,1639.10416
33724,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,1632.71108
27073,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1631
9047,ADWORDS_GALLERIES_CITIES,deactivated_selected_migrated_churned,3,1623
11839,TEMPLATE ARTIST,deactivated_selected_no_migration,4,1622
8125,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1600
19263,DISPLAY_ADWORDS_CUSTOM_INTENT_LUXURY_CARS,deactivated_selected_migrated_churned,1,1600
14847,ADWORDS_GENERAL_EXPLORATION_TOP10%,deactivated_selected_no_migration,1,1591.110289
13565,FACEBOOK_CONVERSION LOOKALIKE CUSTOMERS,deactivated_selected_no_migration,1,1560
15655,ADWORDS_GENERAL,deactivated_selected_no_migration,2,1545.1755
31449,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_migrated_churned,1,1540
14963,TEMPLATE ARTISTS,deactivated_selected_migrated_churned,1,1539
14281,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,1,1529.2214
31295,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1520
19163,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,1514.535
4375,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1512
15271,BING_BRAND,deactivated_selected_migrated_churned,1,1505
22357,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1500
32541,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1500
26375,EMAIL_TRANSACTIONAL_PURCHASE_CONFIRMATION,deactivated_selected_no_migration,1,1500
21443,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,1474.94025
19875,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,1,1461.559
537,EMAIL_TRANSACTIONAL_CUSTOM_FOLLOW_ARTISTS,deactivated_selected_no_migration,1,1460
7817,DISPLAY_ADWORDS_CUSTOM_INTENT_COMPETITION URL,deactivated_selected_no_migration,2,1459.959325
3941,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1450
13165,FACEBOOK_CONVERSION LOOKALIKE TIER1 CUSTOMERS 1%,deactivated_selected_no_migration,2,1447.087708
7851,DISPLAY_ADWORDS_CUSTOM_INTENT_CITIES,deactivated_selected_migrated_churned,1,1444.41288
24019,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,1411.263
7767,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1400
65683,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_new_artist_churned,1,1400
14265,TEMPLATE ARTISTS,deactivated_selected_no_migration,1,1374.3675
10055,FACEBOOK_CONVERSION LOOKALIKE CUSTOMERS_WITH_VALUES 1%,deactivated_selected_no_migration,2,1295.91
9557,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1275.2073
26919,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1264
31071,TEMPLATE ARTWORK,deactivated_selected_migrated_churned,2,1257.523
5629,TEMPLATE ARTISTS,deactivated_selected_no_migration,1,1250
8797,INTERNAL_CAMPAIGN_SEO_BRAND_YAHOO,deactivated_selected_no_migration,1,1250
33805,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,1237.435002
37186,ADWORDS_GENERAL_BROAD,deactivated_new_artist_churned,2,1230
7151,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_no_migration,1,1229.502912
16369,TEMPLATE COLLECTIONS,deactivated_selected_no_migration,1,1225.66
288,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,1209.92868
30905,ADWORDS_GENERAL,deactivated_selected_no_migration,2,1204
15575,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,1200
17603,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,1200
11339,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,1200
21785,BING_BRAND,deactivated_selected_no_migration,1,1193.27
4525,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,1190
2889,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,1175.06328
1375,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,1172.03871
56946,ADWORDS_GENERAL,deactivated_new_artist_churned,1,1170
13401,TEMPLATE ARTIST,deactivated_selected_no_migration,1,1170
19875,ADWORDS_GALLERIES_CITIES,deactivated_selected_migrated_churned,1,1131.94203
11293,INTERNAL_CAMPAIGN_SEA_BRAND,deactivated_selected_migrated_churned,1,1123.5096
33425,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,1101.48
3155,GOOGLE_SHOPPING_DESIGN_PPC_TABLE,deactivated_selected_no_migration,1,1100
2949,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_no_migration,1,1074.10016
1633,FACEBOOK_CONVERSION LOOKALIKE CUSTOMERS_WITH_VALUES 1%,deactivated_selected_migrated_churned,2,1073.754
64627,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_new_artist_churned,1,1070
2917,DISPLAY_ADWORDS_PL_HOME_DECO,deactivated_selected_migrated_churned,1,1066.5998
7041,ADWORDS_GENERAL,deactivated_selected_no_migration,1,1050
31523,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,1035.47075
22029,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,1030.950492
7177,INTERNAL_CAMPAIGN_SEO_NON_BRAND_GOOGLE,deactivated_selected_no_migration,1,1030
1336,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,1025.74248
4625,INTERNAL_CAMPAIGN_SEO_UNKNOWN_REFERAL,deactivated_selected_no_migration,1,1006.50165
3439,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,1001
33815,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,1000
22907,INTERNAL_CAMPAIGN_SEO_NON_BRAND_GOOGLE,deactivated_selected_migrated_churned,1,1000
9541,SEO_NON_BRAND_TPL_GALLERY_CITY,deactivated_selected_migrated_churned,1,1000
5279,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,970.2203
7151,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,962.238
15777,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,960.91
11545,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,960.64452
7557,ADWORDS_GENERAL,deactivated_selected_no_migration,1,953.95482
36273,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,2,950
4107,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,940
18521,INTERNAL_CAMPAIGN_SEO_BLOG_REFERAL,deactivated_selected_no_migration,1,936.47
10995,TEMPLATE ARTIST,deactivated_selected_migrated_churned,1,936.47
1741,EMAIL_TRANSACTIONAL_MAO_AUTO_ACCEPT,deactivated_selected_no_migration,2,926.61
13943,ADWORDS_GENERAL,deactivated_selected_migrated_churned,1,917.17
28717,ADWORDS_ARTISTS,deactivated_selected_migrated_churned,1,915.335
11847,ADWORDS_ARTISTS,deactivated_selected_no_migration,1,907.27045
34017,TEMPLATE PAINTINGS SEARCH,deactivated_selected_migrated_churned,2,900
727,ADWORDS_GALLERIES_CITIES,deactivated_selected_no_migration,1,900
3145,ADWORDS_GENERAL,deactivated_selected_no_migration,1,900
8119,DISPLAY_ADWORDS_CUSTOM_INTENT_ONLINE_AUCTION,deactivated_selected_migrated_churned,1,893.1167
9047,INTERNAL_CAMPAIGN_SEO_BRAND_GOOGLE,deactivated_selected_migrated_churned,1,890
24259,ADWORDS_GENERAL,deactivated_selected_no_migration,1,890
9557,ADWORDS_GENERAL,deactivated_selected_no_migration,1,885.92291
11283,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_migrated_churned,1,875.021136
15331,INTERNAL_CAMPAIGN_DIRECT_ACCESS,deactivated_selected_no_migration,1,870
23583,ADWORDS_GALLERIES_CITIES,deactivated_selected_migrated_churned,1,869.56825
8567,TEMPLATE ARTISTS,deactivated_selected_migrated_churned,1,855.134292
668,ADWORDS_GENERAL,deactivated_selected_no_migration,1,850
33323,ADWORDS_GENERAL,deactivated_selected_no_migration,1,850
9047,ARTIST_PROFILE_ARTWORKS_SHARE,deactivated_selected_migrated_churned,1,833
18911,INTERNAL_CAMPAIGN_A2HS,deactivated_selected_no_migration,2,832
52643,ADWORDS_GALLERIES_CITIES,deactivated_new_artist_churned,1,830
12599,ADWORDS_SCULPTURES,deactivated_selected_no_migration,1,826
24499,TEMPLATE ARTIST,deactivated_selected_no_migration,1,823.8015
1257,TEMPLATE ARTWORK,deactivated_selected_no_migration,1,815
