artist_id,quadrant
898,"BV but no pull (Low Pull, High Entry BV)"
904,"BV but no pull (Low Pull, High Entry BV)"
906,"BV but no pull (Low Pull, High Entry BV)"
921,"BV but no pull (Low Pull, High Entry BV)"
948,"BV but no pull (Low Pull, High Entry BV)"
950,"BV but no pull (Low Pull, High Entry BV)"
971,"BV but no pull (Low Pull, High Entry BV)"
984,"BV but no pull (Low Pull, High Entry BV)"
998,"BV but no pull (Low Pull, High Entry BV)"
1029,"BV but no pull (Low Pull, High Entry BV)"
1045,"BV but no pull (Low Pull, High Entry BV)"
1084,"BV but no pull (Low Pull, High Entry BV)"
1096,"BV but no pull (Low Pull, High Entry BV)"
1100,"BV but no pull (Low Pull, High Entry BV)"
1104,"BV but no pull (Low Pull, High Entry BV)"
1111,"BV but no pull (Low Pull, High Entry BV)"
1129,"BV but no pull (Low Pull, High Entry BV)"
1136,"BV but no pull (Low Pull, High Entry BV)"
1182,"BV but no pull (Low Pull, High Entry BV)"
1188,"BV but no pull (Low Pull, High Entry BV)"
1193,"BV but no pull (Low Pull, High Entry BV)"
1200,"BV but no pull (Low Pull, High Entry BV)"
1201,"BV but no pull (Low Pull, High Entry BV)"
1214,"BV but no pull (Low Pull, High Entry BV)"
1215,"BV but no pull (Low Pull, High Entry BV)"
1221,"BV but no pull (Low Pull, High Entry BV)"
1226,"BV but no pull (Low Pull, High Entry BV)"
1231,"BV but no pull (Low Pull, High Entry BV)"
1240,"BV but no pull (Low Pull, High Entry BV)"
1241,"BV but no pull (Low Pull, High Entry BV)"
1245,"BV but no pull (Low Pull, High Entry BV)"
1247,"BV but no pull (Low Pull, High Entry BV)"
1272,"BV but no pull (Low Pull, High Entry BV)"
1279,"BV but no pull (Low Pull, High Entry BV)"
1282,"BV but no pull (Low Pull, High Entry BV)"
1296,"BV but no pull (Low Pull, High Entry BV)"
1298,"BV but no pull (Low Pull, High Entry BV)"
1299,"BV but no pull (Low Pull, High Entry BV)"
1301,"BV but no pull (Low Pull, High Entry BV)"
1303,"BV but no pull (Low Pull, High Entry BV)"
1325,"BV but no pull (Low Pull, High Entry BV)"
1326,"BV but no pull (Low Pull, High Entry BV)"
1336,"BV but no pull (Low Pull, High Entry BV)"
1357,"BV but no pull (Low Pull, High Entry BV)"
1377,"BV but no pull (Low Pull, High Entry BV)"
1387,"BV but no pull (Low Pull, High Entry BV)"
1396,"BV but no pull (Low Pull, High Entry BV)"
1402,"BV but no pull (Low Pull, High Entry BV)"
1407,"BV but no pull (Low Pull, High Entry BV)"
1417,"BV but no pull (Low Pull, High Entry BV)"
1421,"BV but no pull (Low Pull, High Entry BV)"
1424,"BV but no pull (Low Pull, High Entry BV)"
1425,"BV but no pull (Low Pull, High Entry BV)"
1440,"BV but no pull (Low Pull, High Entry BV)"
1441,"BV but no pull (Low Pull, High Entry BV)"
1445,"BV but no pull (Low Pull, High Entry BV)"
1449,"BV but no pull (Low Pull, High Entry BV)"
1453,"BV but no pull (Low Pull, High Entry BV)"
1455,"BV but no pull (Low Pull, High Entry BV)"
1458,"BV but no pull (Low Pull, High Entry BV)"
1467,"BV but no pull (Low Pull, High Entry BV)"
1476,"BV but no pull (Low Pull, High Entry BV)"
1489,"BV but no pull (Low Pull, High Entry BV)"
1495,"BV but no pull (Low Pull, High Entry BV)"
1503,"BV but no pull (Low Pull, High Entry BV)"
1505,"BV but no pull (Low Pull, High Entry BV)"
1514,"BV but no pull (Low Pull, High Entry BV)"
1517,"BV but no pull (Low Pull, High Entry BV)"
1522,"BV but no pull (Low Pull, High Entry BV)"
1541,"BV but no pull (Low Pull, High Entry BV)"
1544,"BV but no pull (Low Pull, High Entry BV)"
1546,"BV but no pull (Low Pull, High Entry BV)"
1560,"BV but no pull (Low Pull, High Entry BV)"
1567,"BV but no pull (Low Pull, High Entry BV)"
1578,"BV but no pull (Low Pull, High Entry BV)"
1579,"BV but no pull (Low Pull, High Entry BV)"
1581,"BV but no pull (Low Pull, High Entry BV)"
1582,"BV but no pull (Low Pull, High Entry BV)"
1589,"BV but no pull (Low Pull, High Entry BV)"
1612,"BV but no pull (Low Pull, High Entry BV)"
1634,"BV but no pull (Low Pull, High Entry BV)"
1667,"BV but no pull (Low Pull, High Entry BV)"
1671,"BV but no pull (Low Pull, High Entry BV)"
1680,"BV but no pull (Low Pull, High Entry BV)"
1682,"BV but no pull (Low Pull, High Entry BV)"
1690,"BV but no pull (Low Pull, High Entry BV)"
1697,"BV but no pull (Low Pull, High Entry BV)"
1705,"BV but no pull (Low Pull, High Entry BV)"
1719,"BV but no pull (Low Pull, High Entry BV)"
1753,"BV but no pull (Low Pull, High Entry BV)"
1809,"BV but no pull (Low Pull, High Entry BV)"
1871,"BV but no pull (Low Pull, High Entry BV)"
1889,"BV but no pull (Low Pull, High Entry BV)"
1893,"BV but no pull (Low Pull, High Entry BV)"
1917,"BV but no pull (Low Pull, High Entry BV)"
1919,"BV but no pull (Low Pull, High Entry BV)"
1923,"BV but no pull (Low Pull, High Entry BV)"
1953,"BV but no pull (Low Pull, High Entry BV)"
1959,"BV but no pull (Low Pull, High Entry BV)"
1965,"BV but no pull (Low Pull, High Entry BV)"
1973,"BV but no pull (Low Pull, High Entry BV)"
1993,"BV but no pull (Low Pull, High Entry BV)"
2001,"BV but no pull (Low Pull, High Entry BV)"
2009,"BV but no pull (Low Pull, High Entry BV)"
2017,"BV but no pull (Low Pull, High Entry BV)"
2029,"BV but no pull (Low Pull, High Entry BV)"
2039,"BV but no pull (Low Pull, High Entry BV)"
2043,"BV but no pull (Low Pull, High Entry BV)"
2045,"BV but no pull (Low Pull, High Entry BV)"
2053,"BV but no pull (Low Pull, High Entry BV)"
2065,"BV but no pull (Low Pull, High Entry BV)"
2081,"BV but no pull (Low Pull, High Entry BV)"
2095,"BV but no pull (Low Pull, High Entry BV)"
2099,"BV but no pull (Low Pull, High Entry BV)"
2105,"BV but no pull (Low Pull, High Entry BV)"
2115,"BV but no pull (Low Pull, High Entry BV)"
2131,"BV but no pull (Low Pull, High Entry BV)"
2135,"BV but no pull (Low Pull, High Entry BV)"
2145,"BV but no pull (Low Pull, High Entry BV)"
2165,"BV but no pull (Low Pull, High Entry BV)"
2173,"BV but no pull (Low Pull, High Entry BV)"
2175,"BV but no pull (Low Pull, High Entry BV)"
2179,"BV but no pull (Low Pull, High Entry BV)"
2195,"BV but no pull (Low Pull, High Entry BV)"
2197,"BV but no pull (Low Pull, High Entry BV)"
2201,"BV but no pull (Low Pull, High Entry BV)"
2205,"BV but no pull (Low Pull, High Entry BV)"
2213,"BV but no pull (Low Pull, High Entry BV)"
2225,"BV but no pull (Low Pull, High Entry BV)"
2231,"BV but no pull (Low Pull, High Entry BV)"
2235,"BV but no pull (Low Pull, High Entry BV)"
2257,"BV but no pull (Low Pull, High Entry BV)"
2259,"BV but no pull (Low Pull, High Entry BV)"
2277,"BV but no pull (Low Pull, High Entry BV)"
2281,"BV but no pull (Low Pull, High Entry BV)"
2287,"BV but no pull (Low Pull, High Entry BV)"
2291,"BV but no pull (Low Pull, High Entry BV)"
2303,"BV but no pull (Low Pull, High Entry BV)"
2311,"BV but no pull (Low Pull, High Entry BV)"
2315,"BV but no pull (Low Pull, High Entry BV)"
2327,"BV but no pull (Low Pull, High Entry BV)"
2339,"BV but no pull (Low Pull, High Entry BV)"
2377,"BV but no pull (Low Pull, High Entry BV)"
2393,"BV but no pull (Low Pull, High Entry BV)"
2399,"BV but no pull (Low Pull, High Entry BV)"
2403,"BV but no pull (Low Pull, High Entry BV)"
2417,"BV but no pull (Low Pull, High Entry BV)"
2419,"BV but no pull (Low Pull, High Entry BV)"
2429,"BV but no pull (Low Pull, High Entry BV)"
2461,"BV but no pull (Low Pull, High Entry BV)"
2479,"BV but no pull (Low Pull, High Entry BV)"
2481,"BV but no pull (Low Pull, High Entry BV)"
2493,"BV but no pull (Low Pull, High Entry BV)"
2525,"BV but no pull (Low Pull, High Entry BV)"
2533,"BV but no pull (Low Pull, High Entry BV)"
2537,"BV but no pull (Low Pull, High Entry BV)"
2539,"BV but no pull (Low Pull, High Entry BV)"
2543,"BV but no pull (Low Pull, High Entry BV)"
2557,"BV but no pull (Low Pull, High Entry BV)"
2561,"BV but no pull (Low Pull, High Entry BV)"
2563,"BV but no pull (Low Pull, High Entry BV)"
2579,"BV but no pull (Low Pull, High Entry BV)"
2585,"BV but no pull (Low Pull, High Entry BV)"
2605,"BV but no pull (Low Pull, High Entry BV)"
2607,"BV but no pull (Low Pull, High Entry BV)"
2613,"BV but no pull (Low Pull, High Entry BV)"
2615,"BV but no pull (Low Pull, High Entry BV)"
2617,"BV but no pull (Low Pull, High Entry BV)"
2627,"BV but no pull (Low Pull, High Entry BV)"
2651,"BV but no pull (Low Pull, High Entry BV)"
2653,"BV but no pull (Low Pull, High Entry BV)"
2657,"BV but no pull (Low Pull, High Entry BV)"
2665,"BV but no pull (Low Pull, High Entry BV)"
2695,"BV but no pull (Low Pull, High Entry BV)"
2723,"BV but no pull (Low Pull, High Entry BV)"
2729,"BV but no pull (Low Pull, High Entry BV)"
2731,"BV but no pull (Low Pull, High Entry BV)"
2739,"BV but no pull (Low Pull, High Entry BV)"
2747,"BV but no pull (Low Pull, High Entry BV)"
2759,"BV but no pull (Low Pull, High Entry BV)"
2769,"BV but no pull (Low Pull, High Entry BV)"
2775,"BV but no pull (Low Pull, High Entry BV)"
2819,"BV but no pull (Low Pull, High Entry BV)"
2831,"BV but no pull (Low Pull, High Entry BV)"
2853,"BV but no pull (Low Pull, High Entry BV)"
2863,"BV but no pull (Low Pull, High Entry BV)"
2881,"BV but no pull (Low Pull, High Entry BV)"
2887,"BV but no pull (Low Pull, High Entry BV)"
2889,"BV but no pull (Low Pull, High Entry BV)"
2919,"BV but no pull (Low Pull, High Entry BV)"
2923,"BV but no pull (Low Pull, High Entry BV)"
2925,"BV but no pull (Low Pull, High Entry BV)"
2933,"BV but no pull (Low Pull, High Entry BV)"
2953,"BV but no pull (Low Pull, High Entry BV)"
2957,"BV but no pull (Low Pull, High Entry BV)"
2959,"BV but no pull (Low Pull, High Entry BV)"
2989,"BV but no pull (Low Pull, High Entry BV)"
3001,"BV but no pull (Low Pull, High Entry BV)"
3011,"BV but no pull (Low Pull, High Entry BV)"
3017,"BV but no pull (Low Pull, High Entry BV)"
3043,"BV but no pull (Low Pull, High Entry BV)"
3053,"BV but no pull (Low Pull, High Entry BV)"
3061,"BV but no pull (Low Pull, High Entry BV)"
3063,"BV but no pull (Low Pull, High Entry BV)"
3075,"BV but no pull (Low Pull, High Entry BV)"
3095,"BV but no pull (Low Pull, High Entry BV)"
3107,"BV but no pull (Low Pull, High Entry BV)"
3113,"BV but no pull (Low Pull, High Entry BV)"
3115,"BV but no pull (Low Pull, High Entry BV)"
3135,"BV but no pull (Low Pull, High Entry BV)"
3137,"BV but no pull (Low Pull, High Entry BV)"
3141,"BV but no pull (Low Pull, High Entry BV)"
3143,"BV but no pull (Low Pull, High Entry BV)"
3145,"BV but no pull (Low Pull, High Entry BV)"
3149,"BV but no pull (Low Pull, High Entry BV)"
3165,"BV but no pull (Low Pull, High Entry BV)"
3167,"BV but no pull (Low Pull, High Entry BV)"
3171,"BV but no pull (Low Pull, High Entry BV)"
3207,"BV but no pull (Low Pull, High Entry BV)"
3209,"BV but no pull (Low Pull, High Entry BV)"
3233,"BV but no pull (Low Pull, High Entry BV)"
3239,"BV but no pull (Low Pull, High Entry BV)"
3243,"BV but no pull (Low Pull, High Entry BV)"
3247,"BV but no pull (Low Pull, High Entry BV)"
3265,"BV but no pull (Low Pull, High Entry BV)"
3267,"BV but no pull (Low Pull, High Entry BV)"
3269,"BV but no pull (Low Pull, High Entry BV)"
3275,"BV but no pull (Low Pull, High Entry BV)"
3313,"BV but no pull (Low Pull, High Entry BV)"
3327,"BV but no pull (Low Pull, High Entry BV)"
3343,"BV but no pull (Low Pull, High Entry BV)"
3351,"BV but no pull (Low Pull, High Entry BV)"
3367,"BV but no pull (Low Pull, High Entry BV)"
3385,"BV but no pull (Low Pull, High Entry BV)"
3389,"BV but no pull (Low Pull, High Entry BV)"
3391,"BV but no pull (Low Pull, High Entry BV)"
3399,"BV but no pull (Low Pull, High Entry BV)"
3421,"BV but no pull (Low Pull, High Entry BV)"
3439,"BV but no pull (Low Pull, High Entry BV)"
3443,"BV but no pull (Low Pull, High Entry BV)"
3465,"BV but no pull (Low Pull, High Entry BV)"
3467,"BV but no pull (Low Pull, High Entry BV)"
3491,"BV but no pull (Low Pull, High Entry BV)"
3505,"BV but no pull (Low Pull, High Entry BV)"
3555,"BV but no pull (Low Pull, High Entry BV)"
3567,"BV but no pull (Low Pull, High Entry BV)"
3605,"BV but no pull (Low Pull, High Entry BV)"
3607,"BV but no pull (Low Pull, High Entry BV)"
3615,"BV but no pull (Low Pull, High Entry BV)"
3635,"BV but no pull (Low Pull, High Entry BV)"
3637,"BV but no pull (Low Pull, High Entry BV)"
3643,"BV but no pull (Low Pull, High Entry BV)"
3647,"BV but no pull (Low Pull, High Entry BV)"
3657,"BV but no pull (Low Pull, High Entry BV)"
3661,"BV but no pull (Low Pull, High Entry BV)"
3665,"BV but no pull (Low Pull, High Entry BV)"
3699,"BV but no pull (Low Pull, High Entry BV)"
3701,"BV but no pull (Low Pull, High Entry BV)"
3741,"BV but no pull (Low Pull, High Entry BV)"
3743,"BV but no pull (Low Pull, High Entry BV)"
3759,"BV but no pull (Low Pull, High Entry BV)"
3765,"BV but no pull (Low Pull, High Entry BV)"
3793,"BV but no pull (Low Pull, High Entry BV)"
3797,"BV but no pull (Low Pull, High Entry BV)"
3813,"BV but no pull (Low Pull, High Entry BV)"
3819,"BV but no pull (Low Pull, High Entry BV)"
3845,"BV but no pull (Low Pull, High Entry BV)"
3851,"BV but no pull (Low Pull, High Entry BV)"
3861,"BV but no pull (Low Pull, High Entry BV)"
3877,"BV but no pull (Low Pull, High Entry BV)"
3897,"BV but no pull (Low Pull, High Entry BV)"
3901,"BV but no pull (Low Pull, High Entry BV)"
3927,"BV but no pull (Low Pull, High Entry BV)"
3941,"BV but no pull (Low Pull, High Entry BV)"
3949,"BV but no pull (Low Pull, High Entry BV)"
3963,"BV but no pull (Low Pull, High Entry BV)"
3969,"BV but no pull (Low Pull, High Entry BV)"
3987,"BV but no pull (Low Pull, High Entry BV)"
4005,"BV but no pull (Low Pull, High Entry BV)"
4027,"BV but no pull (Low Pull, High Entry BV)"
4033,"BV but no pull (Low Pull, High Entry BV)"
4049,"BV but no pull (Low Pull, High Entry BV)"
4055,"BV but no pull (Low Pull, High Entry BV)"
4091,"BV but no pull (Low Pull, High Entry BV)"
4103,"BV but no pull (Low Pull, High Entry BV)"
4115,"BV but no pull (Low Pull, High Entry BV)"
4133,"BV but no pull (Low Pull, High Entry BV)"
4137,"BV but no pull (Low Pull, High Entry BV)"
4151,"BV but no pull (Low Pull, High Entry BV)"
4153,"BV but no pull (Low Pull, High Entry BV)"
4155,"BV but no pull (Low Pull, High Entry BV)"
4183,"BV but no pull (Low Pull, High Entry BV)"
4195,"BV but no pull (Low Pull, High Entry BV)"
4221,"BV but no pull (Low Pull, High Entry BV)"
4237,"BV but no pull (Low Pull, High Entry BV)"
4243,"BV but no pull (Low Pull, High Entry BV)"
4255,"BV but no pull (Low Pull, High Entry BV)"
4261,"BV but no pull (Low Pull, High Entry BV)"
4273,"BV but no pull (Low Pull, High Entry BV)"
4283,"BV but no pull (Low Pull, High Entry BV)"
4329,"BV but no pull (Low Pull, High Entry BV)"
4355,"BV but no pull (Low Pull, High Entry BV)"
4377,"BV but no pull (Low Pull, High Entry BV)"
4393,"BV but no pull (Low Pull, High Entry BV)"
4395,"BV but no pull (Low Pull, High Entry BV)"
4457,"BV but no pull (Low Pull, High Entry BV)"
4475,"BV but no pull (Low Pull, High Entry BV)"
4477,"BV but no pull (Low Pull, High Entry BV)"
4489,"BV but no pull (Low Pull, High Entry BV)"
4495,"BV but no pull (Low Pull, High Entry BV)"
4509,"BV but no pull (Low Pull, High Entry BV)"
4511,"BV but no pull (Low Pull, High Entry BV)"
4545,"BV but no pull (Low Pull, High Entry BV)"
4551,"BV but no pull (Low Pull, High Entry BV)"
4557,"BV but no pull (Low Pull, High Entry BV)"
4567,"BV but no pull (Low Pull, High Entry BV)"
4573,"BV but no pull (Low Pull, High Entry BV)"
4609,"BV but no pull (Low Pull, High Entry BV)"
4615,"BV but no pull (Low Pull, High Entry BV)"
4621,"BV but no pull (Low Pull, High Entry BV)"
4625,"BV but no pull (Low Pull, High Entry BV)"
4639,"BV but no pull (Low Pull, High Entry BV)"
4649,"BV but no pull (Low Pull, High Entry BV)"
4651,"BV but no pull (Low Pull, High Entry BV)"
4657,"BV but no pull (Low Pull, High Entry BV)"
4667,"BV but no pull (Low Pull, High Entry BV)"
4681,"BV but no pull (Low Pull, High Entry BV)"
4689,"BV but no pull (Low Pull, High Entry BV)"
4691,"BV but no pull (Low Pull, High Entry BV)"
4701,"BV but no pull (Low Pull, High Entry BV)"
4717,"BV but no pull (Low Pull, High Entry BV)"
4727,"BV but no pull (Low Pull, High Entry BV)"
4741,"BV but no pull (Low Pull, High Entry BV)"
4777,"BV but no pull (Low Pull, High Entry BV)"
4805,"BV but no pull (Low Pull, High Entry BV)"
4807,"BV but no pull (Low Pull, High Entry BV)"
4823,"BV but no pull (Low Pull, High Entry BV)"
4871,"BV but no pull (Low Pull, High Entry BV)"
4877,"BV but no pull (Low Pull, High Entry BV)"
4885,"BV but no pull (Low Pull, High Entry BV)"
4887,"BV but no pull (Low Pull, High Entry BV)"
4899,"BV but no pull (Low Pull, High Entry BV)"
4907,"BV but no pull (Low Pull, High Entry BV)"
4911,"BV but no pull (Low Pull, High Entry BV)"
4941,"BV but no pull (Low Pull, High Entry BV)"
4953,"BV but no pull (Low Pull, High Entry BV)"
5013,"BV but no pull (Low Pull, High Entry BV)"
5023,"BV but no pull (Low Pull, High Entry BV)"
5025,"BV but no pull (Low Pull, High Entry BV)"
5041,"BV but no pull (Low Pull, High Entry BV)"
5097,"BV but no pull (Low Pull, High Entry BV)"
5105,"BV but no pull (Low Pull, High Entry BV)"
5113,"BV but no pull (Low Pull, High Entry BV)"
5123,"BV but no pull (Low Pull, High Entry BV)"
5167,"BV but no pull (Low Pull, High Entry BV)"
5183,"BV but no pull (Low Pull, High Entry BV)"
5195,"BV but no pull (Low Pull, High Entry BV)"
5211,"BV but no pull (Low Pull, High Entry BV)"
5241,"BV but no pull (Low Pull, High Entry BV)"
5245,"BV but no pull (Low Pull, High Entry BV)"
5277,"BV but no pull (Low Pull, High Entry BV)"
5279,"BV but no pull (Low Pull, High Entry BV)"
5283,"BV but no pull (Low Pull, High Entry BV)"
5289,"BV but no pull (Low Pull, High Entry BV)"
5377,"BV but no pull (Low Pull, High Entry BV)"
5413,"BV but no pull (Low Pull, High Entry BV)"
5441,"BV but no pull (Low Pull, High Entry BV)"
5473,"BV but no pull (Low Pull, High Entry BV)"
5523,"BV but no pull (Low Pull, High Entry BV)"
5531,"BV but no pull (Low Pull, High Entry BV)"
5579,"BV but no pull (Low Pull, High Entry BV)"
5633,"BV but no pull (Low Pull, High Entry BV)"
5637,"BV but no pull (Low Pull, High Entry BV)"
5699,"BV but no pull (Low Pull, High Entry BV)"
5715,"BV but no pull (Low Pull, High Entry BV)"
5723,"BV but no pull (Low Pull, High Entry BV)"
5729,"BV but no pull (Low Pull, High Entry BV)"
5741,"BV but no pull (Low Pull, High Entry BV)"
5779,"BV but no pull (Low Pull, High Entry BV)"
5787,"BV but no pull (Low Pull, High Entry BV)"
5801,"BV but no pull (Low Pull, High Entry BV)"
5807,"BV but no pull (Low Pull, High Entry BV)"
5845,"BV but no pull (Low Pull, High Entry BV)"
5851,"BV but no pull (Low Pull, High Entry BV)"
5855,"BV but no pull (Low Pull, High Entry BV)"
5877,"BV but no pull (Low Pull, High Entry BV)"
5889,"BV but no pull (Low Pull, High Entry BV)"
5911,"BV but no pull (Low Pull, High Entry BV)"
5919,"BV but no pull (Low Pull, High Entry BV)"
5947,"BV but no pull (Low Pull, High Entry BV)"
5973,"BV but no pull (Low Pull, High Entry BV)"
6003,"BV but no pull (Low Pull, High Entry BV)"
6011,"BV but no pull (Low Pull, High Entry BV)"
6021,"BV but no pull (Low Pull, High Entry BV)"
6025,"BV but no pull (Low Pull, High Entry BV)"
6047,"BV but no pull (Low Pull, High Entry BV)"
6071,"BV but no pull (Low Pull, High Entry BV)"
6095,"BV but no pull (Low Pull, High Entry BV)"
6105,"BV but no pull (Low Pull, High Entry BV)"
6117,"BV but no pull (Low Pull, High Entry BV)"
6127,"BV but no pull (Low Pull, High Entry BV)"
6153,"BV but no pull (Low Pull, High Entry BV)"
6155,"BV but no pull (Low Pull, High Entry BV)"
6159,"BV but no pull (Low Pull, High Entry BV)"
6167,"BV but no pull (Low Pull, High Entry BV)"
6173,"BV but no pull (Low Pull, High Entry BV)"
6189,"BV but no pull (Low Pull, High Entry BV)"
6195,"BV but no pull (Low Pull, High Entry BV)"
6221,"BV but no pull (Low Pull, High Entry BV)"
6223,"BV but no pull (Low Pull, High Entry BV)"
6233,"BV but no pull (Low Pull, High Entry BV)"
6239,"BV but no pull (Low Pull, High Entry BV)"
6253,"BV but no pull (Low Pull, High Entry BV)"
6263,"BV but no pull (Low Pull, High Entry BV)"
6267,"BV but no pull (Low Pull, High Entry BV)"
6305,"BV but no pull (Low Pull, High Entry BV)"
6315,"BV but no pull (Low Pull, High Entry BV)"
6365,"BV but no pull (Low Pull, High Entry BV)"
6373,"BV but no pull (Low Pull, High Entry BV)"
6393,"BV but no pull (Low Pull, High Entry BV)"
6399,"BV but no pull (Low Pull, High Entry BV)"
6413,"BV but no pull (Low Pull, High Entry BV)"
6455,"BV but no pull (Low Pull, High Entry BV)"
6459,"BV but no pull (Low Pull, High Entry BV)"
6461,"BV but no pull (Low Pull, High Entry BV)"
6463,"BV but no pull (Low Pull, High Entry BV)"
6481,"BV but no pull (Low Pull, High Entry BV)"
6505,"BV but no pull (Low Pull, High Entry BV)"
6527,"BV but no pull (Low Pull, High Entry BV)"
6547,"BV but no pull (Low Pull, High Entry BV)"
6563,"BV but no pull (Low Pull, High Entry BV)"
6579,"BV but no pull (Low Pull, High Entry BV)"
6587,"BV but no pull (Low Pull, High Entry BV)"
6613,"BV but no pull (Low Pull, High Entry BV)"
6623,"BV but no pull (Low Pull, High Entry BV)"
6641,"BV but no pull (Low Pull, High Entry BV)"
6661,"BV but no pull (Low Pull, High Entry BV)"
6695,"BV but no pull (Low Pull, High Entry BV)"
6703,"BV but no pull (Low Pull, High Entry BV)"
6729,"BV but no pull (Low Pull, High Entry BV)"
6739,"BV but no pull (Low Pull, High Entry BV)"
6783,"BV but no pull (Low Pull, High Entry BV)"
6791,"BV but no pull (Low Pull, High Entry BV)"
6811,"BV but no pull (Low Pull, High Entry BV)"
6845,"BV but no pull (Low Pull, High Entry BV)"
6859,"BV but no pull (Low Pull, High Entry BV)"
6863,"BV but no pull (Low Pull, High Entry BV)"
6865,"BV but no pull (Low Pull, High Entry BV)"
6869,"BV but no pull (Low Pull, High Entry BV)"
6885,"BV but no pull (Low Pull, High Entry BV)"
6909,"BV but no pull (Low Pull, High Entry BV)"
6965,"BV but no pull (Low Pull, High Entry BV)"
6997,"BV but no pull (Low Pull, High Entry BV)"
7013,"BV but no pull (Low Pull, High Entry BV)"
7035,"BV but no pull (Low Pull, High Entry BV)"
7037,"BV but no pull (Low Pull, High Entry BV)"
7045,"BV but no pull (Low Pull, High Entry BV)"
7079,"BV but no pull (Low Pull, High Entry BV)"
7085,"BV but no pull (Low Pull, High Entry BV)"
7091,"BV but no pull (Low Pull, High Entry BV)"
7117,"BV but no pull (Low Pull, High Entry BV)"
7135,"BV but no pull (Low Pull, High Entry BV)"
7139,"BV but no pull (Low Pull, High Entry BV)"
7151,"BV but no pull (Low Pull, High Entry BV)"
7191,"BV but no pull (Low Pull, High Entry BV)"
7247,"BV but no pull (Low Pull, High Entry BV)"
7263,"BV but no pull (Low Pull, High Entry BV)"
7277,"BV but no pull (Low Pull, High Entry BV)"
7305,"BV but no pull (Low Pull, High Entry BV)"
7325,"BV but no pull (Low Pull, High Entry BV)"
7351,"BV but no pull (Low Pull, High Entry BV)"
7391,"BV but no pull (Low Pull, High Entry BV)"
7421,"BV but no pull (Low Pull, High Entry BV)"
7427,"BV but no pull (Low Pull, High Entry BV)"
7429,"BV but no pull (Low Pull, High Entry BV)"
7433,"BV but no pull (Low Pull, High Entry BV)"
7441,"BV but no pull (Low Pull, High Entry BV)"
7447,"BV but no pull (Low Pull, High Entry BV)"
7449,"BV but no pull (Low Pull, High Entry BV)"
7455,"BV but no pull (Low Pull, High Entry BV)"
7465,"BV but no pull (Low Pull, High Entry BV)"
7511,"BV but no pull (Low Pull, High Entry BV)"
7531,"BV but no pull (Low Pull, High Entry BV)"
7573,"BV but no pull (Low Pull, High Entry BV)"
7643,"BV but no pull (Low Pull, High Entry BV)"
