artist_id,artist_name,total_results,has_knowledge_panel,wikipedia_in_top5,art_platform_in_top5,instagram_in_top5,error
14425,Tony Rubino,950000,False,False,True,True,
2205,Ovidiu Kloska,23600,False,False,True,True,
2653,Arno Bruse,14500,False,False,True,False,
1367,Diegokoi,14600,False,False,False,True,
33687,Marisol Evora,18500,False,False,False,True,
8157,Viktoria Lapteva,28200,False,False,True,True,
13921,Marie Rouach,5840,False,False,True,True,
9915,Fabiolla Loureiro,2550,False,False,True,False,
3367,Anne Samson,56500,False,False,True,True,
3797,Mario Henrique,183000,False,False,True,True,
36527,Yayoi Kusama,9440000,True,True,False,False,
2303,Sophie Duplain,10800,False,False,True,True,
5241,Ángel Moyano Rivas,476,False,False,True,False,
731,Patrick Cornée,26000,False,False,False,True,
11455,Mirek Kuzniar,54900,True,False,False,True,
4195,Marc Todd,27900,False,False,False,True,
59170,Roger Haus,6110,False,False,True,True,
3897,Antoni Dragan,18300,False,False,False,True,
1953,María Burgaz,23000,False,False,True,True,
18331,Juca Maximo,9290,True,False,True,False,
3197,Javier Torices,7030,False,False,True,False,
1245,Erick Artik,4720,False,False,True,True,
8609,Soo Beng Lim,374000,False,False,True,True,
22799,Anne-Marie Torrisi,12400,True,False,True,True,
14855,Benoît Havard,23000,False,False,True,True,
12207,Juan José Garay,778000,False,False,True,True,
36531,Damien Hirst,3820000,True,True,True,True,
950,Maciej Cieśla,14300,True,True,True,False,
13057,Seda Eyüboğlu,4600,False,False,True,True,
1634,Van Hovak,17300,False,False,True,False,
5523,Silvia Pavlova,21200,True,False,True,True,
28249,Serhiy Berezin,2330,False,False,True,False,
4953,Emil Aziz,11000,False,False,True,True,
9047,Lina Redford,4570,False,False,True,True,
9325,Karibou,132000,False,False,True,True,
11085,Jonathan Pradillon,102000,False,False,False,True,
1035,Jordi Machí,4840,False,False,True,True,
5023,Federico Pinto Schmid,19200,False,False,True,True,
27291,Andreas Noßmann,30300,False,False,True,True,
10625,Manuela Rathje,18400,False,False,True,True,
3969,Marcos Zrihen,31500,False,False,True,True,
20053,Quan Le,76400,False,False,True,True,
4587,Elena Barón,91800,False,False,True,True,
26711,Kris Gebhardt,1320000,False,False,True,True,
10535,Peter Wood,97500,False,False,True,False,
6613,Barbara Schauß,23800,False,False,True,True,
2479,Lana Frey,,,,,,"HTTPSConnectionPool(host='serpapi.com', port=443): Read timed out. (read timeout=15)"
8883,Elena Kraft,36300,False,False,True,True,
9787,Claudia Barbu,93500,False,False,True,True,
499,Christiane Guerry,133,False,True,False,False,
2011,Alejos,306000,False,False,True,False,
5235,Miguel Betancourt,50800,True,True,True,True,
1682,Steven Miller,276000,True,False,True,True,
7085,Ute Meyer,33300,False,False,True,True,
23219,Fernando Quirarte,81100,False,False,False,True,
8717,Serguei Borodouline,35100,False,False,True,False,
10435,Christel Haag,272000,False,False,True,True,
2021,Min Zou,139000,False,False,True,False,
3813,David Onen,16200,False,False,True,True,
46931,Bob Ross,4740000,True,True,False,True,
33426,Dmitry Oleyn,49600,False,False,False,True,
14827,Flavia Birsan,1530,False,False,True,True,
21283,Liubou Sas,10500,False,False,True,True,
13005,Aldehy,16100,False,False,True,False,
1437,Jean-Louis Azencott,3670,False,False,True,False,
3443,Siegbert Hahn,14100,True,False,True,False,
5423,Stefan Szczesny,53400,True,True,True,True,
1889,Bea Schubert,18700,False,False,True,True,
1357,Wietzie,15100,True,False,True,True,
7117,Nana Artamonova,9000,False,False,True,True,
36529,KAWS,4410000,True,True,True,True,
2723,Sumit Mehndiratta,472000,False,False,True,True,
32365,Rakhmet Redzhepov,153000,False,False,True,True,
1541,Manuel Di Chiara,8470,False,False,True,True,
11213,Jérôme DUFAY,3640,False,False,True,False,
5177,Milena Nicosia,28700,False,False,True,False,
6305,Dimitri Likissas,17800,False,False,True,True,
1630,Konstantin Kacev,14300,True,False,False,False,
11643,Anna Reznikova,13600,False,False,True,False,
27745,Nikolaos Schizas,209000,False,False,False,True,
7455,Khodakivskyi Vasyl,,,,,,"HTTPSConnectionPool(host='serpapi.com', port=443): Read timed out. (read timeout=15)"
4691,Nadezda Stupina,45400,False,False,True,False,
1104,Xavier García,589000,False,False,True,True,
31025,Irina Biatturi,16700,False,False,True,True,
14695,Didier Franco,16200,False,False,True,True,
2231,Kaixuan Feng,11300,True,False,True,True,
8381,Trayko Popov,1190000,False,False,True,True,
3135,Hennie Van De Lande,1410000,False,False,True,True,
1751,Ivan Pili,32700,False,False,True,True,
2557,Fredi Gertsch,10500,False,False,True,False,
2223,Igor Eugene Prokop,363,False,False,True,False,
27199,Sabrina Seck,163000,False,False,True,True,
984,Sergej Sologub,15700,False,False,True,True,
2257,Matthias Lupri,15500,True,False,True,True,
5723,Karnish Art,8270,True,False,True,True,
4717,Nathalie Gribinski,69100,False,False,True,True,
3759,Behshad Arjomandi,49900,False,False,True,True,
3699,Veronika Ban,,,,,,"HTTPSConnectionPool(host='serpapi.com', port=443): Read timed out."
32989,Vanya Georgieva,50900,False,False,True,True,
1203,Juan Manuel Alvarez Cebrián,12700,False,False,True,False,
2179,Bazévian Delacapucinière,18300,False,False,True,False,
2591,Jimmy Law,62000,False,False,True,True,
1483,Josep Moncada,600000,False,False,True,False,
7597,Yaroslav Sobol,6460,False,False,True,True,
3061,Stanislav Sidorov,,,,,,"HTTPSConnectionPool(host='serpapi.com', port=443): Read timed out."
242,Karoline Kroiß,24800,False,False,True,True,
7421,Christine Barth Mroz,36100,False,False,True,True,
14105,Bozhena Fuchs,54500,True,False,False,True,
19381,Mikhail Baranovskiy,17600,False,False,True,True,
6167,Marco Barberio,28500,False,False,False,True,
3635,Christine Barres,3080,False,False,True,True,
885,Petra Kaindel,8190,False,False,True,True,
18141,Dam Domido,25300,False,False,True,False,
20221,Eva Hidalgo,13000,True,False,True,True,
9367,Françoise Dugourd-Caput,14200,True,False,True,True,
3701,Ute Bivona,12600,False,False,False,True,
7795,Luís Bastos,33400,False,False,True,True,
18361,Richard Martin,643000,False,False,True,False,
3275,Caroline Montigneaux,45200,False,False,True,True,
1975,Parscha Mirghawameddin,21300,False,False,True,True,
4727,Inge Thogersen,3810,False,False,True,True,
2727,Jason Lincoln Jeffers,35200,True,False,True,False,
31839,Sophie Dumont,121000,False,False,True,False,
18183,Sylvia Paul,28000,False,False,True,True,
3247,Darren Thompson,37500,False,False,True,False,
5123,Claire Desjardins,189000,True,False,False,True,
36496,Roy Lichtenstein,6340000,True,True,True,False,
14189,ALBENA VATCHEVA,3140000,False,False,False,True,
5377,Edelgard Schroer,85900,False,False,True,True,
17397,Eddy Vitalone,9900,False,False,True,True,
36537,Alec Monopoly,211000,True,True,True,True,
23265,Felix Gonzalez,706000,True,True,False,False,
7511,Galya Popova,56300,False,False,False,True,
14919,Andrea Benetti,78800,True,True,True,False,
7701,Tadaomi Kawasaki,11400,False,False,True,True,
5295,Georgy Korablev,574,False,False,True,True,
36499,Jean-Michel Basquiat,10500000,True,True,False,True,
21431,Tatiana Rezvaya,10200,False,False,True,True,
5669,José Fonte,218000,False,False,True,True,
14313,Sven Pfrommer,308000,False,False,True,True,
1377,Andrea Vandoni,62900,False,False,True,True,
3807,Victoria Stagni,7270,False,False,True,True,
1100,Anne Iris,7610,False,False,True,True,
655,Katharina Kretschmer,24100,False,False,True,True,
9721,Michel Acosta Perez,10200,False,False,True,True,
673,Jean-Jacques Pigeon,5990,False,False,True,True,
2095,Gabriela Lavezzari,3740,False,False,True,True,
1387,Gisela Gaffoglio,146000,False,False,True,True,
2131,Seung Yoon Choi,3150,False,False,True,True,
8233,Dean Russo,260000,False,False,False,True,
1680,Igor Shulman,0,False,False,True,True,
2291,Frédéric Halbreich,21400,True,False,True,True,
12197,Tadas Zaicikas,46600,False,False,True,True,
3675,Karine Langevin Kjl,16600,True,False,True,True,
14231,Marie-Laure SOUQ,1100,False,False,True,False,
8363,Frank Willems,52000,True,False,True,True,
16529,Gena,17400000,False,False,False,True,
31589,Brüder Peter & Arkadi Martyniuk,1230,False,False,True,False,
18921,Esteban Vera,56400,False,False,True,False,
9389,Joseph Villanueva,68000,False,False,False,True,
6249,Mattia Paoli,13600,False,False,True,True,
4701,Nelly Van Nieuwenhuijzen,52200,False,False,True,True,
1321,Alejandro Naranjo,34600,False,False,True,False,
3243,Lilia Orlova-Holmes,1250000,False,False,True,True,
10529,Bortusk Leer,17700,False,False,True,True,
10075,Ramon Bruin,,,,,,"HTTPSConnectionPool(host='serpapi.com', port=443): Read timed out. (read timeout=15)"
2889,Shirin Donia,8770,False,False,True,True,
2001,David Tycho,31000,False,False,True,True,
3741,Yvonne Coomber,52700,True,False,True,True,
9045,Liubov Kuptsova,87700,False,False,True,False,
7643,Bianca Prettau,3160,False,False,True,True,
19149,Antonino Puliafico,702000,False,False,False,True,
8575,Eva Volf,579000,False,False,False,True,
11139,LYDIE MASSOU,2270,True,False,True,True,
3505,Annette Schmucker,200000,False,False,False,True,
11205,Nataliya Bagatskaya,165000,False,False,True,True,
19931,Kathleen Rhee,16900,False,False,True,True,
11377,Yuriy Kraft,86000,False,False,True,True,
1097,Tomás Castaño,49700,False,False,True,True,
11897,Benoît Guérin,17300,False,False,True,True,
12535,Daniel Burgraeve,7280,False,False,True,True,
2537,Roger König,22300,False,False,True,True,
6163,Giorgio Gosti,46900,False,False,True,True,
5911,Oleksandr Balbyshev,44200,False,False,False,True,
3607,Gunter Wenzel,5700,False,False,True,True,
2149,Stanislav Bojankov,45300,False,False,True,True,
4063,Mila Veljac'a,10900,False,False,True,False,
4027,Angie Brooksby-Arcangioli,5690,True,False,True,True,
8167,Jamie Lee,3160000,False,False,False,True,
3467,Ronald Hunter,67200,True,False,True,True,
4689,Tatiana Iliina,31300,False,False,False,False,
3095,Jacques Majos,3210,False,False,True,True,
4243,Tiny De Bruin,10800,False,False,True,True,
9411,Irma Engelbrecht,6040,True,False,True,True,
537,Tanja Vetter,323000,False,False,True,True,
5415,Daniela Vasileva,32900,False,False,True,True,
3011,POOVI ART,29200,False,False,True,True,
28683,Dietmar Scherf,38000,False,False,True,True,
5699,Lucy Moore,56900,False,False,False,True,
2769,Brian Nash,50300,False,False,True,False,
12837,Susanne Kirsch,13100,False,False,True,True,
17413,Paola Imposimato,23900,False,False,True,False,
5845,Ewa Czarniecka,23400,False,False,False,True,
11759,Henry Escobar,27100,False,False,True,False,
8125,Mykola Kuryliuk,6100,False,False,True,True,
7663,Seung Hwan Kim,8310,False,False,True,False,
4667,Olena Bogatska,4900,False,False,True,True,
8767,Ruben Abstract,1370,False,False,True,False,
3003,Corne Akkers,58900,False,False,False,True,
29745,Toro Tribal,13500,False,False,True,True,
7469,Nataliia Krykun,10800,False,False,True,True,
16425,Nicole Caron,89500,False,False,True,True,
33709,Gabriele Bruns,8090,False,False,True,True,
8119,Oscar Alvarez Pardo,26000,False,False,True,True,
4557,Marina Del Pozo,42100,False,False,True,True,
3309,Jurij Frey,4950,False,False,True,False,
6011,Ivan Didovodiuk,1330000,False,False,True,True,
21767,Muriel Deumié,202000,False,False,True,True,
8817,Franko,1680000,False,False,False,True,
15395,Makiwa Mutomba,4300,False,False,True,False,
7095,Aleix Albareda,8340,False,False,True,True,
11995,Fares Micue,785000,False,False,True,True,
1699,Stefano Mazzolini,144000,False,False,True,True,
3657,Kunstatelier Sonja Blaess GmbH,88,False,False,False,False,
9831,MICHEL SAINT-LUC,12900,False,False,True,True,
16711,Amandyne Steropes,937,False,False,False,False,
2407,Jean-Pierre André Leclercq,8310,False,False,True,False,
4573,Robert H N Rich,9260,False,False,True,True,
2111,Céline Bron,115000,False,False,True,False,
1999,Igor Barkhatkov,1050,True,False,True,False,
10707,SKIM Francesco Forconi,279,False,False,False,True,
5069,Simon Kojin (Kozhin),262,False,False,False,False,
4947,Anastasia Kraineva,2790,False,False,False,False,
12631,Panos Pliassas,35300,False,False,True,True,
7427,Philippe Perennou,5260,False,False,True,True,
2739,Muriel Napoli,786000,False,False,True,True,
5195,Tatiana Harizanova,8400,False,False,True,True,
1277,Lee Campbell,109000,False,False,False,True,
971,Christian v. Grumbkow,9000,False,False,True,True,
4627,Göknil Gümüş Sungurtekin,31600,False,False,True,True,
19471,JOAN PARRAMON,15900,True,False,True,True,
8331,Valerie Vescovi,50500,False,False,True,True,
9541,Tiberiu Soos,13800,False,False,True,False,
586,Jean-Robert Franco,9980,True,False,True,False,
14257,Claire Biette,8410,False,False,True,False,
1326,Michaël Lefèvre,1820,False,False,True,False,
5775,Laura Gulshani,4950,False,False,True,True,
2485,Sergey Lutsenko,7930,False,False,True,True,
15401,Hélène Jacqz,7220,False,False,True,False,
25191,Patrick Piccinelli,33000,True,False,True,True,
27865,Natalia Kuruch,47600,False,False,True,True,
1407,Hari Beierl,6000,False,False,True,False,
26981,Sof - Sophie Voigt-Chadeyron,15300,False,False,True,False,
3663,Alfred Freddy Krupa,134000,True,True,True,True,
1221,Casey McKee,11600,True,True,True,True,
2951,Carole Kohler,9980,False,False,True,False,
1440,Seunghwui Koo,1380,False,False,True,True,
1597,Patricia Blondel,2280,False,False,True,False,
1296,Stephan Geisler,76600,False,False,True,True,
13941,Kspersee,6140,False,False,True,False,
2065,Carla Sá Fernandes,40200,False,False,True,True,
1581,Yutao Ge,4780,False,False,True,False,
1705,Catherine Sénéchal,15000,False,False,True,True,
18651,Jesús Manuel Moreno,24000,False,False,True,True,
6127,Klara Gunnlaugsdottir,9550,False,False,True,True,
437,Maxim Fomenko,34700,False,False,True,True,
2043,Fernando Jaramillo,68300,False,False,True,True,
29869,Pavel Nikolaev,7540,False,False,True,False,
6159,Sebastian Merk,48700,False,False,False,True,
15397,Benny Arte,10200,False,False,True,False,
2277,Edith Torony,15900,False,False,True,True,
20195,Cassia,2660000,False,False,False,True,
15867,Dek,5900000,False,False,True,True,
10337,Stefan Dimovski,4280,False,False,True,True,
3803,Jean-François André,297000,False,False,True,False,
9487,Jean-Luc Lacroix,11500,False,False,False,True,
826,Skadi Engeln,137000,False,False,True,True,
18939,Jean-Pierre Borderie,7160,False,False,True,True,
524,Dayva Achikhman,1090,False,False,True,False,
24035,Johanna Sanna,2980,False,False,False,True,
12359,Leni Smoragdova,34100,False,False,True,False,
4409,Jo Moore,215000,False,False,True,True,
10515,Gordon HOPKINS,16600,True,False,False,True,
28973,Jenny Lee,105,True,True,False,True,
4273,Vadim Dolgov,10900,False,False,True,True,
11723,Marco Ortolan,65500,False,False,True,True,
5279,Svetlana Kurmaz,2400,False,False,True,False,
30165,Vera Jochum,16500,False,False,True,True,
6045,Claudio Pincas Feldman,4830,False,False,True,True,
1671,Ludmila Budanov,16500,False,False,True,True,
9265,Artem Brazhnik,16700,False,False,True,True,
26389,Anna Dart,11600,False,False,True,True,
20339,Alex Hook Krioutchkov,112000,False,False,True,False,
4489,Julia A. Etedi,7430,False,False,True,True,
2005,Calvin Chih-Hao Teng,121,False,True,False,False,
9629,RAMAT Antonio Ramos Osorio,32,False,False,True,False,
36511,Alex Katz,2430000,True,True,True,False,
21067,Karen Axikyan,20100,False,False,False,True,
9587,NEP,1200000,False,False,False,True,
2747,Zhanna Kondratenko,11000,False,False,True,True,
1336,Danny Frede,9010,True,False,True,True,
21391,Javier Santana,60700,False,False,True,True,
6369,Lin Hsin,49800,True,True,False,True,
623,Pascal Marlin,48300,False,False,True,True,
20377,Yuanyuan Liu,75000,False,False,True,False,
5611,. NASTY,105,False,True,False,True,
10437,aliz polgar,1450,False,False,True,True,
2533,Kotaro Machiyama,15100,False,False,True,True,
2789,Lorette C. Luzajic,54900,False,False,False,True,
5863,Sang H. Han,0,False,False,True,True,
22355,Juan Varela,77900,True,True,True,False,
10813,Cinthya Picazo,1810,False,False,True,True,
7035,Jean-Claude Lannes,5230,False,False,True,False,
5647,Humberto Poidomani,3960,False,False,True,True,
15627,Maryline Lemaitre,8600,False,False,True,True,
17915,Antonio Lucarelli,20100,False,False,True,True,
17131,Anna Rita Angiolelli,12600,False,False,True,False,
27721,Cheeky Bunny,45900,False,False,True,True,
11283,Emanuele Vittorioso,3700,False,False,True,False,
10581,David Gerstein,292000,True,True,False,True,
3347,Andrea Ortuño,7170,False,False,True,False,
8057,Faith Patterson,21800,False,False,True,True,
1200,Tomasa Martín,17500,False,False,True,True,
11939,Maja Đokić Mihajlović,19900,False,False,False,False,
8307,Ana María Cepoi,3180,False,False,True,False,
4103,Veronica Vilsan,13100,False,False,True,True,
2993,Teis Albers,241000,False,False,False,True,
2563,Ines Klich,20700,False,False,True,False,
7429,Liliane Danino,6420,True,False,True,False,
6887,J-Claude Bernard,10100,False,False,True,False,
1188,Valeria Pesce,11400,False,False,True,True,
5973,Francesco Capello,13800,False,False,True,True,
4887,Evgeniy Monahov,16600,False,False,True,True,
31763,Lisa Elley,117000,True,False,False,True,
191,Valérie Depadova,2630,False,False,True,False,
2227,Karina Plachetka,5950,False,False,True,False,
36609,Fernando Botero,1840000,True,True,True,False,
10233,Mayrig Simonjan,1020000,False,False,True,True,
2677,Alla Grande,3330000,False,False,True,False,
8961,Bill Stone,154000,False,False,True,True,
34348,Eustaquio Carrasco,39500,False,False,True,True,
9083,Suren Nersisyan,1310000,False,False,True,False,
2877,Monique Dufour,15500,False,False,True,True,
3555,Max De Winter,280000,False,False,True,True,
6563,Olga Nikitina,40700,False,False,True,True,
24177,Jean Jacques Venturini,10700,True,False,True,True,
6505,Lionel Le Jeune,151000,False,False,True,True,
15581,Paco Muñoz Santana,1120,False,False,True,False,
69709,Antonio Cocina,1940,False,False,True,False,
1445,Pierre-Yves Beltran,8090,False,False,True,False,
1234,Mara Ruehl,662,False,False,True,True,
4777,Daria Bagrintseva,32500,False,False,True,False,
2989,Pascal Giroud,12300,False,False,True,True,
4941,Andrada Anghel,30600,False,False,True,True,
26567,Trong Thuong Tran,5770,False,False,True,True,
7351,Ivan Grozdanovski,13400,False,False,True,True,
1424,Peter Pitout,5560,False,False,True,True,
2317,Susanne Haun,25300,True,False,True,False,
2315,Xiaoyang Galas,60400,False,False,True,True,
13139,Wolfgang Eckert,18000,True,False,True,False,
2481,Mam,22700000,False,False,True,True,
1616,Damian Tirado,6550,False,False,False,False,
2241,Newel Hunter,93800,False,False,True,False,
340,Tristan Rain,9300,True,False,True,True,
3665,Johan Söderström,43900,False,False,False,True,
4569,Anastasia Vasilyeva,13400,False,False,True,True,
2917,Aasiri Wickremage,3340,False,False,True,False,
9049,Vé Boisvert,13800,False,False,True,True,
1171,Dietmar Jäkel,3080,False,False,True,True,
1350,Raquel Sarángello,11900,False,False,True,False,
7465,Angu Walters,48800,True,False,True,False,
6739,Ernestine Tahedl,18100,True,False,True,True,
10967,Karen Hale,738000000,False,True,False,False,
4539,Thomas Saliot,0,False,False,True,True,
18677,Philippe Jamin,5820,False,False,False,True,
4261,Ansgar Dressler,9290,False,False,False,True,
6587,Martina Hartusch,8980,False,False,True,False,
13849,Mia Kim,37400,False,False,True,True,
13401,Benoît Montet,5310,False,False,True,False,
1517,Joanna Pilarczyk,20000,False,False,True,True,
15033,Alex Senchenko,74900,False,False,True,True,
5441,Wilfrid Moizan,21200,False,False,True,False,
7177,HEGO,137000,False,False,False,True,
1546,Katherine Evans,137000,False,False,False,True,
10801,Eugen Dick,5390,False,False,True,True,
3209,Alexandre Barbera-Ivanoff,7590,True,True,True,False,
11819,Yves Thomas,35500,False,False,True,False,
23207,Marisa Milan,8580,False,False,True,True,
6891,David Roche,45700,False,False,False,True,
6951,François Poulat,7210,False,False,True,True,
24617,Andrea Pallang,52900,False,False,True,True,
10167,Konstantin Kansky,2870,False,False,False,True,
21363,"Alain Brunet ""Tenurb-Géneau""",2790,False,False,True,True,
723,Tjaša Iris,6450,True,True,True,True,
18247,Julio César Belmont,989,False,False,True,False,
3425,Lena Krashevka,18300,False,False,True,True,
8675,Elena Parau,13300,False,False,False,True,
2399,Ingrid Knaus,15600,False,False,True,True,
36513,René Magritte,3580000,True,True,True,False,
23111,Alexandra Djokic,1540000,False,False,True,True,
3575,Vladimir Zunuzin,1410,False,False,False,False,
2197,Sandy Dooley,6330,False,False,False,True,
26437,Kerstin Franz,30100,False,False,True,False,
12571,Daniel Genova,24500,False,False,True,True,
4835,Gabriela Tolomei,7390,False,False,True,True,
11293,Rosi Roys,14700,False,False,True,True,
11671,Marcos Carrasco,18900,False,False,True,False,
9577,Albert Kechyan,30300,False,False,True,True,
9073,Nicolai Ostapenco (N.Swiristuhi),2900,False,False,True,False,
76,David Gista,3260,False,False,True,True,
36693,Paul Kenton,135000,False,False,False,True,
2731,Miroslava Lipovec Friedman,1820,False,False,True,True,
7325,MARCO STAZZINI aka STOZ,516,False,False,True,True,
8879,Leon Devenice,733000,False,False,False,True,
30367,Gianni Mattu,8280,False,False,True,True,
3233,Chin H Shin,214000,False,False,True,True,
16713,Christine Drummond,6840,False,False,True,True,
14,Laurent Prudot,9910,False,False,True,False,
68,Ewa Hauton,16700,False,False,True,True,
867,Catherine Ludeau,3200,False,False,True,True,
12015,Raúl Lara,109000,True,False,True,False,
3481,Zeon Milo,1580,False,False,True,True,
28957,William Malucu,13100,False,False,True,False,
33920,Aliaksandra Tsesarskaya,79900,False,False,True,True,
4029,Ilona Schmidt,14700,False,False,True,False,
11287,Jean-Michel Yon,8860,False,False,True,True,
4705,Isabelle Fournet,6520,False,False,True,True,
1697,Gian Luigi Delpin,11900,False,False,True,True,
6057,Laure Bury,54700,False,False,True,True,
1282,Javiera Estrada,525000,False,False,True,True,
